"Series.Code","Indicator.Name","Long.definition","Percent.Video","Percent.Total"
"SP.POP.AG11.FE.IN","Age population, age 11, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG11.MA.IN","Age population, age 11, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG12.FE.IN","Age population, age 12, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG12.MA.IN","Age population, age 12, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG13.FE.IN","Age population, age 13, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG13.MA.IN","Age population, age 13, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG14.FE.IN","Age population, age 14, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG14.MA.IN","Age population, age 14, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG15.FE.IN","Age population, age 15, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG15.MA.IN","Age population, age 15, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG16.FE.IN","Age population, age 16, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG16.MA.IN","Age population, age 16, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG17.FE.IN","Age population, age 17, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG17.MA.IN","Age population, age 17, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG18.FE.IN","Age population, age 18, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG18.MA.IN","Age population, age 18, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG19.FE.IN","Age population, age 19, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG19.MA.IN","Age population, age 19, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG20.FE.IN","Age population, age 20, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG20.MA.IN","Age population, age 20, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG21.FE.IN","Age population, age 21, female, interpolated","Age population, female refers to female population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
"SP.POP.AG21.MA.IN","Age population, age 21, male, interpolated","Age population, male refers to male population at the specified age level. The geographical areas included in the data are the same as the data source.",1,0.815789473684211
